"BILL_PERIOD","BILLNUMAMEND","BILL_NORM"
"2013-2014","A1651","A1651"
"2013-2014","A1652","A1652"
"2013-2014","A1653","A1653"
"2013-2014","A1654","A1654"
"2013-2014","A1655-A","A1655A"
"2011-2012","A10270-A","A10270A"
"2011-2012","A10271","A10271"
"2011-2012","A10272","A10272"
"2011-2012","A10273","A10273"
"2011-2012","A10274","A10274"
"2011-2012","A10275","A10275"
"2011-2012","A10276-A","A10276A"
"2011-2012","A10277","A10277"
"2011-2012","A10278","A10278"
"2011-2012","A10447","A10447"
"2011-2012","A10448","A10448"
"2011-2012","A10944","A10944"
"2011-2012","A10722-A","A10722A"
"2011-2012","A10723","A10723"
"2011-2012","A10724","A10724"
"2011-2012","A10725","A10725"
"2011-2012","A10250","A10250"
"2011-2012","A10251","A10251"
"2011-2012","A10945","A10945"
"2011-2012","A10946","A10946"
"2011-2012","A10947","A10947"
"2011-2012","A10948","A10948"
"2011-2012","A10949","A10949"
"2011-2012","A10950","A10950"
"2011-2012","A10951","A10951"
"2011-2012","A10952","A10952"
"2011-2012","A10953","A10953"
"2011-2012","A10954","A10954"
"2011-2012","A10955","A10955"
"2011-2012","A10956","A10956"
"2011-2012","A10957","A10957"
"2011-2012","A10958","A10958"
"2011-2012","A10959","A10959"
"2011-2012","A10960","A10960"
"2011-2012","A10961","A10961"
"2011-2012","A10962","A10962"
"2011-2012","A10963","A10963"
"2011-2012","A10964","A10964"
"2011-2012","A10965","A10965"
"2011-2012","A10966","A10966"
"2011-2012","A10967","A10967"
"2011-2012","A10968","A10968"
"2011-2012","A10969","A10969"
"2011-2012","A10970","A10970"
"2011-2012","A10971","A10971"
"2011-2012","A10972","A10972"
"2011-2012","A10973","A10973"
"2011-2012","A10974","A10974"
"2011-2012","A10975","A10975"
"2011-2012","A10976","A10976"
"2011-2012","A10977","A10977"
"2011-2012","A10978","A10978"
"2011-2012","A10979","A10979"
"2011-2012","A10980","A10980"
"2011-2012","A10981","A10981"
"2011-2012","A10982","A10982"
"2011-2012","A10983","A10983"
"2011-2012","A10984","A10984"
"2011-2012","A10985","A10985"
"2011-2012","A10986","A10986"
"2011-2012","A10987","A10987"
"2013-2014","S544","S544"
"2013-2014","S545","S545"
"2013-2014","S546","S546"
"2013-2014","S547","S547"
"2013-2014","S696","S696"
"2013-2014","S697","S697"
"2013-2014","S698","S698"
"2013-2014","S699","S699"
"2013-2014","S588","S588"
"2013-2014","S589","S589"
"2013-2014","S590","S590"
"2013-2014","S591","S591"
"2013-2014","S592","S592"
"2013-2014","S511","S511"
"2013-2014","S512","S512"
"2013-2014","S513","S513"
"2013-2014","S514","S514"
"2013-2014","S515","S515"
"2013-2014","S667","S667"
"2013-2014","S668","S668"
"2013-2014","S295","S295"
"2013-2014","S296","S296"
"2013-2014","S297","S297"
"2013-2014","S298","S298"
"2013-2014","S299","S299"
"2013-2014","S300","S300"
"2013-2014","S301","S301"
"2013-2014","S268","S268"
"2013-2014","S269","S269"
"2013-2014","S270","S270"
"2013-2014","S271","S271"
"2013-2014","S272","S272"
"2013-2014","S273","S273"
"2013-2014","S274-A","S274A"
"2013-2014","S275","S275"
"2013-2014","S276","S276"
"2013-2014","S277","S277"
"2013-2014","S278","S278"
"2013-2014","S279","S279"
"2013-2014","S130","S130"
"2013-2014","S131","S131"
"2013-2014","S132","S132"
"2013-2014","S133","S133"
"2011-2012","A10707","A10707"
"2011-2012","A10708-A","A10708A"
"2011-2012","A10709","A10709"
"2013-2014","S692","S692"
"2013-2014","S693","S693"
"2013-2014","S680","S680"
"2013-2014","S694","S694"
"2013-2014","S695","S695"
"2013-2014","S96","S96"
"2013-2014","S97","S97"
"2013-2014","S98","S98"
"2013-2014","S99","S99"
"2013-2014","S100","S100"
"2013-2014","S101","S101"
"2013-2014","S715","S715"
"2013-2014","S716","S716"
"2013-2014","S593","S593"
"2013-2014","S594","S594"
"2013-2014","S595","S595"
"2013-2014","S596","S596"
"2013-2014","S597","S597"
"2013-2014","S598","S598"
"2013-2014","S754-A","S754A"
"2013-2014","S755","S755"
"2013-2014","S822","S822"
"2013-2014","S823","S823"
"2013-2014","S824","S824"
"2013-2014","S825","S825"
"2013-2014","S826","S826"
"2013-2014","S302","S302"
"2013-2014","S303","S303"
"2013-2014","S304","S304"
"2013-2014","S305","S305"
"2013-2014","S306","S306"
"2013-2014","S548-B","S548B"
"2013-2014","S549","S549"
"2013-2014","S550","S550"
"2013-2014","S340","S340"
"2013-2014","S341","S341"
"2013-2014","S342","S342"
"2013-2014","S343","S343"
"2013-2014","S344","S344"
"2013-2014","S345","S345"
"2013-2014","S134","S134"
"2013-2014","S135","S135"
"2013-2014","S136","S136"
"2013-2014","S137","S137"
"2013-2014","S138","S138"
"2013-2014","S139","S139"
"2013-2014","S140","S140"
"2013-2014","S419","S419"
"2013-2014","S307","S307"
"2013-2014","S129","S129"
"2013-2014","S308","S308"
"2013-2014","S1636","S1636"
"2013-2014","S1637-A","S1637A"
"2013-2014","S1638","S1638"
"2013-2014","S1639","S1639"
"2013-2014","S1640","S1640"
"2013-2014","S1641","S1641"
"2013-2014","S717","S717"
"2013-2014","S718","S718"
"2013-2014","S719-A","S719A"
"2013-2014","S720","S720"
"2013-2014","S721","S721"
"2013-2014","S722","S722"
"2013-2014","S723","S723"
"2013-2014","S724","S724"
"2013-2014","S420","S420"
"2013-2014","S421","S421"
"2013-2014","S422","S422"
"2013-2014","S423","S423"
"2013-2014","S619-A","S619A"
"2013-2014","S620","S620"
"2013-2014","S621","S621"
"2013-2014","S827","S827"
"2013-2014","S146","S146"
"2013-2014","S147","S147"
"2013-2014","S148","S148"
"2013-2014","S149","S149"
"2013-2014","S150","S150"
"2013-2014","S151","S151"
"2013-2014","S152","S152"
"2013-2014","S153","S153"
"2013-2014","S70","S70"
"2013-2014","S71","S71"
"2013-2014","S72","S72"
"2013-2014","S73","S73"
"2013-2014","S74","S74"
"2013-2014","S346","S346"
"2013-2014","S347","S347"
"2013-2014","S348","S348"
"2013-2014","S349","S349"
"2013-2014","S350","S350"
"2013-2014","S339","S339"
"2013-2014","S351","S351"
"2013-2014","S599","S599"
"2013-2014","S154","S154"
"2013-2014","S155","S155"
"2013-2014","S156","S156"
"2013-2014","S157","S157"
"2013-2014","S158","S158"
"2013-2014","S159","S159"
"2013-2014","S1642","S1642"
"2013-2014","S1643","S1643"
"2013-2014","S1644","S1644"
"2013-2014","S1645","S1645"
"2013-2014","S1937","S1937"
"2013-2014","S1938","S1938"
"2013-2014","S1939","S1939"
"2013-2014","S1940","S1940"
"2013-2014","S1635","S1635"
"2013-2014","S352","S352"
"2013-2014","S771","S771"
"2013-2014","S772","S772"
"2013-2014","S773","S773"
"2013-2014","S774","S774"
"2013-2014","S622","S622"
"2013-2014","S623","S623"
"2013-2014","S624","S624"
"2013-2014","S726","S726"
"2013-2014","S727","S727"
"2013-2014","S728","S728"
"2013-2014","S729","S729"
"2013-2014","S730","S730"
"2013-2014","S731","S731"
"2013-2014","S732","S732"
"2013-2014","S733","S733"
"2013-2014","S734","S734"
"2013-2014","S236","S236"
"2013-2014","S237","S237"
"2013-2014","S238","S238"
"2013-2014","S239","S239"
"2013-2014","S75","S75"
"2013-2014","S76","S76"
"2013-2014","S77","S77"
"2013-2014","S78","S78"
"2013-2014","S79","S79"
"2013-2014","S80","S80"
"2013-2014","S81","S81"
"2013-2014","S248","S248"
"2013-2014","S249","S249"
"2013-2014","S700","S700"
"2013-2014","S701","S701"
"2013-2014","S702","S702"
"2013-2014","S703","S703"
"2013-2014","S704","S704"
"2013-2014","S705","S705"
"2013-2014","S160","S160"
"2013-2014","S398","S398"
"2013-2014","S399","S399"
"2013-2014","S400","S400"
"2013-2014","S401","S401"
"2013-2014","S402","S402"
"2013-2014","S403","S403"
"2013-2014","S404","S404"
"2013-2014","S405","S405"
"2013-2014","S406","S406"
"2013-2014","S670","S670"
"2013-2014","S671","S671"
"2013-2014","S672","S672"
"2013-2014","S673","S673"
"2013-2014","S674","S674"
"2013-2014","S775","S775"
"2013-2014","S776","S776"
"2013-2014","S777","S777"
"2013-2014","S778","S778"
"2013-2014","S779","S779"
"2013-2014","S780","S780"
"2013-2014","S781","S781"
"2013-2014","S2250","S2250"
"2013-2014","S2519","S2519"
"2013-2014","S516","S516"
"2013-2014","S517","S517"
"2013-2014","S518","S518"
"2013-2014","S519","S519"
"2013-2014","S520","S520"
"2013-2014","S521","S521"
"2013-2014","S240","S240"
"2013-2014","S241","S241"
"2013-2014","S242","S242"
"2013-2014","S243","S243"
"2013-2014","S232","S232"
"2013-2014","S244","S244"
"2013-2014","S245","S245"
"2013-2014","S246","S246"
"2013-2014","S247","S247"
"2013-2014","S485","S485"
"2013-2014","S486","S486"
"2013-2014","S102","S102"
"2013-2014","S103","S103"
"2013-2014","S104","S104"
"2013-2014","S105","S105"
"2013-2014","S706","S706"
"2013-2014","S707","S707"
"2013-2014","S708","S708"
"2013-2014","S709","S709"
"2013-2014","S112","S112"
"2013-2014","S113","S113"
"2013-2014","S114","S114"
"2013-2014","S756","S756"
"2013-2014","S757","S757"
"2013-2014","S758","S758"
"2013-2014","S759","S759"
"2013-2014","S760","S760"
"2013-2014","S675","S675"
"2013-2014","S676","S676"
"2013-2014","S677","S677"
"2013-2014","S678","S678"
"2013-2014","S679","S679"
"2013-2014","S82","S82"
"2013-2014","S669-A","S669A"
"2013-2014","S551","S551"
"2013-2014","S552","S552"
"2013-2014","S553","S553"
"2013-2014","S554","S554"
"2013-2014","S555","S555"
"2013-2014","S556","S556"
"2013-2014","S557","S557"
"2013-2014","S522","S522"
"2013-2014","S523","S523"
"2013-2014","S524","S524"
"2013-2014","S525","S525"
"2013-2014","S526","S526"
"2013-2014","S527","S527"
"2013-2014","S528","S528"
"2013-2014","S529","S529"
"2013-2014","S309","S309"
"2013-2014","S310","S310"
"2013-2014","S311","S311"
"2013-2014","S312","S312"
"2013-2014","S313","S313"
"2013-2014","S106","S106"
"2013-2014","S107","S107"
"2013-2014","S108","S108"
"2013-2014","S109","S109"
"2013-2014","S110","S110"
"2013-2014","S111","S111"
"2013-2014","S280","S280"
"2013-2014","S281","S281"
"2013-2014","S282","S282"
"2013-2014","S283","S283"
"2013-2014","S424","S424"
"2013-2014","S425","S425"
"2013-2014","S426","S426"
"2013-2014","S427","S427"
"2013-2014","S761","S761"
"2013-2014","S762","S762"
"2013-2014","S763","S763"
"2013-2014","S764","S764"
"2013-2014","S765","S765"
"2013-2014","S766","S766"
"2013-2014","S767","S767"
"2013-2014","S575","S575"
"2013-2014","S576","S576"
"2013-2014","S2520-A","S2520A"
"2013-2014","S2521-A","S2521A"
"2013-2014","S2522","S2522"
"2013-2014","S2523","S2523"
"2013-2014","S2524","S2524"
"2013-2014","S2525","S2525"
"2013-2014","S558","S558"
"2013-2014","S559","S559"
"2013-2014","S560","S560"
"2013-2014","S561","S561"
"2013-2014","S562","S562"
"2013-2014","S710","S710"
"2013-2014","S782","S782"
"2013-2014","S600","S600"
"2013-2014","S601","S601"
"2013-2014","S602","S602"
"2013-2014","S603","S603"
"2013-2014","S604","S604"
"2013-2014","S314-A","S314A"
"2013-2014","S315","S315"
"2013-2014","S316","S316"
"2013-2014","S317","S317"
"2013-2014","S318","S318"
"2013-2014","S319","S319"
"2013-2014","S320","S320"
"2013-2014","S321","S321"
"2013-2014","S322","S322"
"2013-2014","S563","S563"
"2013-2014","S564","S564"
"2013-2014","S353","S353"
"2013-2014","S354","S354"
"2013-2014","S355","S355"
"2013-2014","S356","S356"
"2013-2014","S357","S357"
"2013-2014","S358","S358"
"2013-2014","S428","S428"
"2013-2014","S569","S569"
"2013-2014","S570","S570"
"2013-2014","S571","S571"
"2013-2014","S572","S572"
"2013-2014","S573","S573"
"2013-2014","S574","S574"
"2013-2014","S323","S323"
"2013-2014","S324-A","S324A"
"2013-2014","S325","S325"
"2013-2014","S735","S735"
"2013-2014","S736","S736"
"2013-2014","S737","S737"
"2013-2014","S738","S738"
"2013-2014","S739","S739"
"2013-2014","S725","S725"
"2013-2014","S2526","S2526"
"2013-2014","S2527","S2527"
"2013-2014","S141","S141"
"2013-2014","S142","S142"
"2013-2014","S143","S143"
"2013-2014","S144","S144"
"2013-2014","S145-A","S145A"
"2013-2014","S382","S382"
"2013-2014","S383","S383"
"2013-2014","S250","S250"
"2013-2014","S251","S251"
"2013-2014","S252","S252"
"2013-2014","S253","S253"
"2013-2014","S254","S254"
"2013-2014","S255","S255"
"2013-2014","S256","S256"
"2013-2014","S605","S605"
"2013-2014","S606","S606"
"2013-2014","S607","S607"
"2013-2014","S608","S608"
"2013-2014","S609","S609"
"2013-2014","S795","S795"
"2013-2014","S2244","S2244"
"2013-2014","S2245","S2245"
"2013-2014","S2246","S2246"
"2013-2014","S2247","S2247"
"2013-2014","S2248-A","S2248A"
"2013-2014","S2249","S2249"
"2011-2012","A10203-A","A10203A"
"2011-2012","A10204","A10204"
"2011-2012","A10656","A10656"
"2011-2012","A10657-A","A10657A"
"2011-2012","A10658-A","A10658A"
"2011-2012","A10659","A10659"
"2011-2012","A10660","A10660"
"2011-2012","A10661","A10661"
"2011-2012","A10662","A10662"
"2011-2012","A10663","A10663"
"2013-2014","S359","S359"
"2011-2012","A10664","A10664"
"2011-2012","A10665","A10665"
"2011-2012","A10666-A","A10666A"
"2011-2012","A10667","A10667"
"2011-2012","A10668","A10668"
"2011-2012","A10679","A10679"
"2013-2014","S740","S740"
"2013-2014","S1941","S1941"
"2013-2014","S1942","S1942"
"2013-2014","S1943","S1943"
"2013-2014","S1944","S1944"
"2013-2014","S1945","S1945"
"2013-2014","S1946","S1946"
"2013-2014","S2241","S2241"
"2013-2014","S2242","S2242"
"2013-2014","S2243","S2243"
"2013-2014","S488","S488"
"2013-2014","S489","S489"
"2013-2014","S490","S490"
"2013-2014","S491","S491"
"2013-2014","S492","S492"
"2013-2014","S493","S493"
"2013-2014","S257","S257"
"2013-2014","S258","S258"
"2013-2014","S259","S259"
"2013-2014","S260","S260"
"2013-2014","S261","S261"
"2013-2014","S262","S262"
"2013-2014","S263","S263"
"2013-2014","S501","S501"
"2013-2014","S502","S502"
"2013-2014","S116","S116"
"2013-2014","S117","S117"
"2013-2014","S118","S118"
"2013-2014","S119","S119"
"2013-2014","S120","S120"
"2013-2014","S121","S121"
"2013-2014","S122","S122"
"2013-2014","S368","S368"
"2013-2014","S369","S369"
"2013-2014","S370","S370"
"2013-2014","S371","S371"
"2013-2014","S372","S372"
"2013-2014","S373","S373"
"2013-2014","S374","S374"
"2013-2014","S375","S375"
"2013-2014","S83","S83"
"2013-2014","S84","S84"
"2013-2014","S85","S85"
"2011-2012","A10680","A10680"
"2011-2012","A10252-C","A10252C"
"2011-2012","A10253","A10253"
"2011-2012","A10254","A10254"
"2011-2012","A10255","A10255"
"2011-2012","A10256","A10256"
"2011-2012","A10257","A10257"
"2011-2012","A10258-A","A10258A"
"2011-2012","A10259","A10259"
"2011-2012","A10260","A10260"
"2011-2012","A10261","A10261"
"2011-2012","A10262","A10262"
"2011-2012","A10431","A10431"
"2013-2014","S494","S494"
"2013-2014","S495","S495"
"2013-2014","S496","S496"
"2013-2014","S497","S497"
"2013-2014","S498","S498"
"2013-2014","S499","S499"
"2013-2014","S500","S500"
"2013-2014","S653","S653"
"2013-2014","S487","S487"
"2013-2014","S654","S654"
"2013-2014","S284","S284"
"2013-2014","S285","S285"
"2013-2014","S286","S286"
"2013-2014","S287","S287"
"2013-2014","S123","S123"
"2013-2014","S124","S124"
"2013-2014","S125","S125"
"2013-2014","S115","S115"
"2013-2014","S126","S126"
"2013-2014","S293","S293"
"2013-2014","S294","S294"
"2013-2014","S577","S577"
"2013-2014","S578","S578"
"2013-2014","S1352","S1352"
"2013-2014","S1353","S1353"
"2013-2014","S1354","S1354"
"2013-2014","S1355","S1355"
"2013-2014","S1356","S1356"
"2013-2014","S86","S86"
"2013-2014","S87","S87"
"2013-2014","S88","S88"
"2013-2014","S89","S89"
"2013-2014","S90","S90"
"2013-2014","S91","S91"
"2013-2014","S92","S92"
"2013-2014","S93-A","S93A"
"2013-2014","S94","S94"
"2013-2014","S95","S95"
"2013-2014","S783","S783"
"2013-2014","S784","S784"
"2013-2014","S785","S785"
"2013-2014","S786","S786"
"2013-2014","S787-A","S787A"
"2011-2012","A10432","A10432"
"2011-2012","A10710","A10710"
"2011-2012","A10711","A10711"
"2011-2012","A10712","A10712"
"2011-2012","A10713","A10713"
"2011-2012","A10714","A10714"
"2011-2012","A10715-A","A10715A"
"2011-2012","A10716","A10716"
"2011-2012","A10717","A10717"
"2011-2012","A10718-A","A10718A"
"2011-2012","A10719","A10719"
"2013-2014","S565","S565"
"2013-2014","S288","S288"
"2013-2014","S289","S289"
"2013-2014","S290","S290"
"2013-2014","S291","S291"
"2013-2014","S292","S292"
"2013-2014","S531","S531"
"2013-2014","S532","S532"
"2013-2014","S533","S533"
"2013-2014","S534","S534"
"2013-2014","S535","S535"
"2013-2014","S536","S536"
"2013-2014","S327","S327"
"2013-2014","S328-A","S328A"
"2013-2014","S329","S329"
"2013-2014","S330","S330"
"2013-2014","S1357","S1357"
"2013-2014","S1358","S1358"
"2013-2014","S1359","S1359"
"2013-2014","S1360","S1360"
"2013-2014","S1361","S1361"
"2013-2014","S338","S338"
"2013-2014","S384","S384"
"2013-2014","S385","S385"
"2013-2014","S386","S386"
"2013-2014","S387","S387"
"2013-2014","S388","S388"
"2013-2014","S389","S389"
"2013-2014","S390","S390"
"2013-2014","S391","S391"
"2013-2014","S392","S392"
"2013-2014","S788","S788"
"2013-2014","S789","S789"
"2013-2014","S790","S790"
"2013-2014","S791","S791"
"2013-2014","S792","S792"
"2013-2014","S793","S793"
"2013-2014","S794","S794"
"2013-2014","S127","S127"
"2013-2014","S128","S128"
"2013-2014","S796","S796"
"2013-2014","S797","S797"
"2013-2014","S798","S798"
"2013-2014","S799","S799"
"2013-2014","S800","S800"
"2013-2014","S566","S566"
"2013-2014","S567","S567"
"2011-2012","A10205-A","A10205A"
"2011-2012","A10206","A10206"
"2011-2012","A10207","A10207"
"2011-2012","A10208","A10208"
"2011-2012","A10209","A10209"
"2011-2012","A10210","A10210"
"2011-2012","A10211","A10211"
"2011-2012","A10212","A10212"
"2011-2012","A10213","A10213"
"2011-2012","A10214-B","A10214B"
"2011-2012","A10215","A10215"
"2011-2012","A10216-A","A10216A"
"2013-2014","S331","S331"
"2013-2014","S332","S332"
"2013-2014","S333","S333"
"2013-2014","S334","S334"
"2013-2014","S335","S335"
"2013-2014","S336","S336"
"2013-2014","S337","S337"
"2013-2014","S586","S586"
"2013-2014","S326","S326"
"2013-2014","S587","S587"
"2013-2014","S901","S901"
"2013-2014","S902","S902"
"2013-2014","S903","S903"
"2013-2014","S904","S904"
"2013-2014","S905","S905"
"2013-2014","S906","S906"
"2013-2014","A2430","A2430"
"2013-2014","A2431","A2431"
"2013-2014","A2432","A2432"
"2013-2014","A1481","A1481"
"2013-2014","A1482","A1482"
"2013-2014","A1400","A1400"
"2013-2014","A1401","A1401"
"2013-2014","A1402","A1402"
"2013-2014","A1403","A1403"
"2013-2014","A1404","A1404"
"2013-2014","A1405","A1405"
"2013-2014","A1406","A1406"
"2013-2014","A1407","A1407"
"2007-2008","A9986","A9986"
"2007-2008","A10461","A10461"
"2007-2008","A10462-A","A10462A"
"2007-2008","A10463","A10463"
"2007-2008","A10855-A","A10855A"
"2007-2008","A10856","A10856"
"2013-2014","A1079","A1079"
"2013-2014","A1080","A1080"
"2013-2014","A1081","A1081"
"2013-2014","A1082","A1082"
"2013-2014","A1083","A1083"
"2013-2014","A1084","A1084"
"2013-2014","A1085","A1085"
"2013-2014","A1737","A1737"
"2013-2014","A2031","A2031"
"2013-2014","A2019","A2019"
"2013-2014","A2259-A","A2259A"
"2013-2014","A2260","A2260"
"2013-2014","A2261","A2261"
"2013-2014","A2262","A2262"
"2013-2014","A2263","A2263"
"2013-2014","A2264","A2264"
"2013-2014","A2265","A2265"
"2013-2014","A2266","A2266"
"2013-2014","A2267","A2267"
"2013-2014","A2268","A2268"
"2013-2014","A2222","A2222"
"2013-2014","A2223","A2223"
"2013-2014","A2224","A2224"
"2013-2014","A2225","A2225"
"2013-2014","A2226","A2226"
"2013-2014","A2227","A2227"
"2013-2014","A2228","A2228"
"2013-2014","A2229","A2229"
"2013-2014","A2230","A2230"
"2013-2014","A2231","A2231"
"2013-2014","A2232","A2232"
"2013-2014","A2233","A2233"
"2013-2014","A2423","A2423"
"2013-2014","A2433","A2433"
"2013-2014","A2434","A2434"
"2013-2014","A1408","A1408"
"2013-2014","A1409","A1409"
"2013-2014","A1410","A1410"
"2013-2014","A1411","A1411"
"2013-2014","A1465","A1465"
"2013-2014","A1466","A1466"
"2013-2014","A1467","A1467"
"2013-2014","A1442","A1442"
"2013-2014","A891","A891"
"2013-2014","A892","A892"
"2013-2014","A893","A893"
"2013-2014","A894","A894"
"2013-2014","A895","A895"
"2013-2014","A896","A896"
"2013-2014","A1430","A1430"
"2013-2014","A1431","A1431"
"2013-2014","A1432","A1432"
"2013-2014","A1433","A1433"
"2013-2014","A1434","A1434"
"2013-2014","A1435","A1435"
"2013-2014","A1436","A1436"
"2013-2014","A1437","A1437"
"2013-2014","A1438","A1438"
"2013-2014","A1439","A1439"
"2013-2014","A1440","A1440"
"2013-2014","A1441","A1441"
"2013-2014","A1427","A1427"
"2013-2014","A2180-A","A2180A"
"2013-2014","A2388","A2388"
"2013-2014","A2389","A2389"
"2013-2014","A2390","A2390"
"2013-2014","A2391","A2391"
"2013-2014","A2392","A2392"
"2013-2014","A2393","A2393"
"2013-2014","A2394","A2394"
"2013-2014","A2395","A2395"
"2013-2014","A2396","A2396"
"2013-2014","A2397","A2397"
"2013-2014","A2398","A2398"
"2013-2014","A2463","A2463"
"2013-2014","A2435","A2435"
"2013-2014","A1785","A1785"
"2013-2014","A1786","A1786"
"2013-2014","A1787","A1787"
"2013-2014","A1788","A1788"
"2013-2014","A1789","A1789"
"2013-2014","A1790","A1790"
"2013-2014","A1791","A1791"
"2013-2014","A1792-A","A1792A"
"2013-2014","A1428","A1428"
"2013-2014","A1429","A1429"
"2013-2014","A2243","A2243"
"2013-2014","A2244","A2244"
"2013-2014","A2245","A2245"
"2013-2014","A2536-A","A2536A"
"2013-2014","A2537","A2537"
"2013-2014","A2538","A2538"
"2013-2014","A2539","A2539"
"2013-2014","A2540","A2540"
"2013-2014","A2541","A2541"
"2013-2014","A2542","A2542"
"2013-2014","A2543","A2543"
"2013-2014","A878","A878"
"2013-2014","A879","A879"
"2013-2014","A1701","A1701"
"2013-2014","A1702","A1702"
